unicode,seal_radical,trad_radical,simp_radical
21194,力,刀,19.0
21195,力,力,19.0
21196,,力,19.0
21197,力,力,19.0
21198,,力,19.0
21199,,力,19.0
21200,,力,19.0
21201,力,力,19.0
21202,革,力,19.0
21203,,力,19.0
21204,心,力,19.0
21205,力,力,19.0
21206,力,力,19.0
21207,力,力,72.0
21208,力,力,19.0
21209,力,力,19.0
21210,力,力,19.0
21211,力,力,19.0
21212,,力,19.0
21213,力,力,19.0
21214,力,力,19.0
21215,力,力,19.0
21216,力,力,19.0
21217,力,力,19.0
21218,力,力,19.0
21219,,力,19.0
21220,力,力,19.0
21221,力,力,19.0
21222,力,力,19.0
21223,,力,19.0
21224,力,力,19.0
21225,力,力,19.0
21226,,力,19.0
21227,,力,19.0
21228,,力,19.0
21229,,力,19.0
21230,力,力,19.0
21231,,力,19.0
21232,劦,力,19.0
21233,力,力,19.0
21234,,力,19.0
21235,力,力,19.0
21236,力,力,19.0
21237,力,力,19.0
21238,力,力,19.0
21239,,力,19.0
21240,力,力,19.0
21241,勹,勹,20.0
21242,勺,勹,20.0
21243,勹,勹,20.0
21244,勹,勹,20.0
21245,勹,勹,20.0
21246,句,勹,20.0
21247,勿,勹,20.0
21248,勹,勹,20.0
21249,,,20.0
21250,,一,20.0
21251,亡,勹,20.0
21252,亡,勹,20.0
21253,包,勹,20.0
21254,囪,心,20.0
21255,,心,20.0
21256,勹,勹,20.0
21257,,勹,20.0
21258,勹,勹,20.0
21259,缶,勹,20.0
21260,勹,勹,20.0
21261,勹,勹,20.0
21262,,勹,20.0
21263,包,勹,20.0
21264,勹,勹,20.0
21265,,勹,20.0
21266,,勹,20.0
21267,勹,勹,20.0
21268,,勹,20.0
21269,匕,匕,21.0
21270,𠤎,匕,21.0
21271,北,匕,21.0
21272,匕,匕,21.0
21273,匕,匕,21.0
21274,匚,匚,22.0
21275,匚,匚,22.0
21276,匚,匚,22.0
21277,帀,匚,22.0
21278,,匚,22.0
21279,,匚,22.0
21280,匚,匚,22.0
21281,匚,匚,22.0
21282,匚,匚,22.0
21283,匚,匚,22.0
21284,,匚,22.0
21285,,匚,22.0
21286,竹,匚,22.0
21287,匚,匚,22.0
21288,,匚,22.0
21289,匚,匚,22.0
21290,匚,匚,22.0
21291,匚,匚,22.0
21292,匚,匚,22.0
21293,竹,匚,22.0
21294,匚,匚,22.0
21295,匚,匚,22.0
21296,匚,匚,22.0
21297,匚,匚,22.0
21298,,匚,22.0
21299,竹,匚,22.0
21300,匚,匚,22.0
21301,匚,匚,22.0
21302,匚,匚,22.0
21303,,匚,22.0
21304,匸,匸,23.0
21305,匸,匸,23.0
21306,匸,匸,23.0
21307,匸,匸,23.0
21308,,匸,23.0
21309,匸,匸,23.0
21310,木,匸,23.0
21311,匸,匸,23.0
21312,匸,匸,23.0
21313,十,十,24.0
21314,卂,十,24.0
21315,十,十,24.0
21316,十,十,1.0
21317,𠦃,十,24.0
21318,衣,十,24.0
21319,斗,十,24.0
21320,午,十,24.0
21321,艸,十,24.0
21322,半,十,24.0
21323,𠦃,十,24.0
21324,,十,24.0
21325,,十,24.0
21326,華,艸,24.0
21327,劦,十,24.0
21328,,十,24.0
21329,𠂇,十,24.0
21330,衣,十,24.0
21331,匕,十,24.0
21332,劦,十,24.0
21333,吅,口,24.0
21334,出,貝,24.0
21335,𣎵,十,24.0
21336,,口,24.0
21337,十,十,24.0
21338,十,十,24.0
21339,,十,24.0
21340,卜,卜,25.0
21341,石,卜,25.0
21342,皃,卜,25.0
21343,卜,卜,25.0
21344,卜,卜,25.0
21345,,卜,25.0
21346,皿,皿,25.0
21347,𠧪,卜,25.0
21348,西,卜,25.0
21349,西,卜,25.0
21350,卜,卜,25.0
21351,臥,臣,25.0
21352,,卜,25.0
21353,卩,卩,26.0
21354,卩,卩,26.0
21355,行,行,26.0
21356,匕,卩,26.0
21357,,卩,26.0
21358,卮,卩,26.0
21359,卯,卩,26.0
21360,印,卩,26.0
21361,危,卩,26.0
21362,卩,卩,26.0
21363,皀,卩,26.0
21364,卩,卩,26.0
21365,卵,卩,26.0
21366,卩,卩,26.0
21367,卩,卩,26.0
21368,卩,卩,26.0
21369,血,卩,26.0
21370,己,卩,26.0
21371,卩,卩,26.0
21372,出,卩,26.0
21373,皀,卩,26.0
21374,,卩,26.0
21375,𠨍,卩,26.0
21376,卩,卩,26.0
21377,,,26.0
21378,厂,厂,27.0
21379,厂,厂,27.0
21380,卩,厂,27.0
21381,,广,27.0
21382,止,日,27.0
21383,,厂,27.0
21384,厂,厂,27.0
21385,厂,厂,27.0
21386,,厂,27.0
21387,土,土,27.0
21388,厂,厂,27.0
21389,,厂,27.0
21390,厂,厂,27.0
21391,,厂,27.0
21392,,,27.0
21393,,,27.0
21394,,厂,27.0
21395,厂,厂,27.0
21396,,厂,27.0
21397,广,厂,27.0
21398,厂,厂,27.0
21399,厂,厂,27.0
21400,里,厂,27.0
21401,,厂,27.0
21402,㫗,厂,27.0
21403,,广,27.0
21404,厂,厂,27.0
21405,厂,厂,27.0
21406,厂,厂,27.0
21407,灥,厂,27.0
21408,广,厂,27.0
21409,灥,厂,27.0
21410,广,广,27.0
21411,,厂,27.0
21412,厂,厂,27.0
21413,厂,厂,27.0
21414,广,厂,27.0
21415,,厂,27.0
21416,广,广,27.0
21417,广,厂,27.0
21418,,厂,27.0
21419,,厂,27.0
21420,厂,厂,27.0
21421,厂,厂,27.0
21422,,厂,27.0
21423,止,止,27.0
21424,,广,27.0
21425,厂,厂,27.0
21426,厂,厂,27.0
21427,,口,27.0
21428,,厂,27.0
21429,灥,厂,27.0
21430,厶,厶,28.0
21431,又,厶,28.0
21432,,厶,28.0
21433,禸,厶,28.0
21434,去,厶,28.0
21435,去,厶,28.0
21436,,,28.0
21437,厽,厶,28.0
21438,,豕,28.0
21439,𥄉,糸,28.0
21440,叀,厶,28.0
21441,,一,28.0
21442,晶,厶,28.0
21443,晶,厶,28.0
21444,,厶,28.0
21445,,厶,28.0
21446,,雨,28.0
21447,,雨,28.0
21448,又,又,29.0
21449,又,又,29.0
21450,又,又,29.0
21451,又,又,29.0
21452,雔,又,29.0
21453,又,又,29.0
21454,攴,又,29.0
21455,又,又,29.0
21456,犬,又,29.0
21457,弓,癶,29.0
21458,叒,又,29.0
21459,一,又,29.0
21460,又,又,29.0
21461,叕,又,29.0
21462,又,又,29.0
21463,𠬪,又,29.0
21464,攴,言,29.0
21465,攴,又,29.0
21466,又,又,29.0
21467,半,又,29.0
21468,又,又,29.0
21469,,又,29.0
21470,火,又,29.0
21471,又,又,29.0
21472,晶,,29.0
21473,玉,又,29.0
21474,丵,又,29.0
21475,口,口,30.0
21476,古,口,30.0
21477,句,口,30.0
21478,,口,30.0
21479,冎,口,30.0
21480,食,口,30.0
21481,攴,口,30.0
21482,只,口,30.0
21483,口,口,30.0
21484,口,口,30.0
21485,,口,30.0
21486,,口,30.0
21487,可,口,30.0
21488,口,口,30.0
21489,口,口,30.0
21490,史,口,30.0
21491,口,口,30.0
21492,口,口,30.0
21493,可,口,30.0
21494,劦,口,30.0
21495,号,口,30.0
21496,司,口,30.0
21497,口,口,30.0
21498,,口,30.0
21499,,,30.0
21500,,,30.0
21501,口,口,30.0
21502,,,30.0
21503,,口,30.0
21504,,口,30.0
21505,口,口,30.0
21506,,口,30.0
21507,口,口,30.0
21508,口,口,30.0
21509,吅,口,30.0
21510,,口,30.0
21511,,口,30.0
21512,亼,口,30.0
21513,口,口,30.0
21514,人,口,30.0
21515,,口,30.0
21516,𠔼,口,30.0
21517,口,口,30.0
21518,后,口,30.0
21519,一,口,30.0
21520,口,口,30.0
21521,宀,口,30.0
21522,口,口,30.0
21523,,口,30.0
21524,,口,30.0
21525,呂,口,30.0
21526,,,30.0
21527,,口,30.0
21528,,口,30.0
21529,,口,30.0
21530,口,口,30.0
21531,口,口,30.0
21532,,口,30.0
21533,口,口,30.0
21534,口,口,30.0
21535,口,口,30.0
21536,口,口,30.0
21537,,口,30.0
21538,,口,30.0
21539,,口,30.0
21540,,口,30.0
21541,,口,30.0
21542,口,口,30.0
21543,,口,30.0
21544,,口,30.0
21545,,口,30.0
21546,口,口,30.0
21547,口,口,30.0
21548,口,口,30.0
21549,,口,30.0
21550,口,口,30.0
21551,口,口,30.0
21552,,口,30.0
21553,,口,30.0
21554,,口,30.0
21555,夨,口,30.0
21556,夨,口,30.0
21557,,口,30.0
21558,㕯,口,30.0
21559,㱃,口,30.0
21560,口,口,30.0
21561,口,口,30.0
21562,口,口,30.0
21563,口,口,30.0
21564,,口,30.0
21565,,口,30.0
21566,口,口,30.0
21567,告,口,30.0
21568,口,口,30.0
21569,,口,30.0
21570,呂,口,30.0
21571,口,口,30.0
21572,,口,30.0
21573,,口,30.0
21574,馬,口,30.0
21575,,口,30.0
21576,口,口,30.0
21577,夨,口,30.0
21578,告,口,30.0
21579,,口,30.0
21580,,口,30.0
21581,,,30.0
21582,,肉,30.0
21583,,,30.0
21584,㕯,,30.0
21585,,口,30.0
21586,,口,30.0
21587,㝱,口,30.0
21588,,口,30.0
21589,欠,口,30.0
21590,,口,30.0
21591,,口,30.0
21592,員,口,30.0
21593,口,口,30.0
21594,,,30.0
21595,,口,30.0
21596,烏,口,30.0
21597,口,口,30.0
21598,,口,30.0
21599,,口,30.0
21600,,口,30.0
21601,,口,30.0
21602,,口,30.0
21603,,口,30.0
21604,,口,30.0
21605,,口,30.0
21606,口,口,30.0
21607,口,口,30.0
21608,口,口,30.0
21609,,口,30.0
21610,示,口,30.0
21611,,口,30.0
21612,口,口,30.0
21613,口,口,30.0
21614,,口,30.0
21615,,口,30.0
21616,口,口,30.0
21617,口,口,30.0
21618,,口,30.0
21619,口,口,30.0
21620,欠,口,30.0
21621,丂,口,30.0
21622,口,口,30.0
21623,口,口,30.0
21624,,口,30.0
21625,,口,30.0
21626,,口,30.0
21627,口,口,30.0
21628,口,口,30.0
21629,口,口,30.0
21630,,口,30.0
21631,,口,30.0
21632,口,口,30.0
21633,,口,30.0
21634,,口,30.0
21635,,口,30.0
21636,口,口,30.0
21637,丶,口,30.0
21638,口,口,30.0
21639,,口,30.0
21640,口,口,30.0
21641,,口,30.0
21642,口,口,30.0
21643,,口,30.0
21644,口,口,30.0
21645,口,口,30.0
21646,人,口,30.0
21647,言,口,30.0
21648,,口,30.0
21649,,口,30.0
21650,示,言,30.0
21651,,口,30.0
21652,,口,30.0
21653,,,30.0
21654,,,30.0
21655,,,30.0
21656,,,30.0
21657,口,口,30.0
21658,,,30.0
21659,,口,30.0
21660,,,30.0
21661,,,30.0
21662,,口,30.0
21663,,口,30.0
21664,口,口,30.0
21665,,口,30.0
21666,吅,口,30.0
21667,,口,30.0
21668,口,口,30.0
21669,口,口,30.0
21670,口,口,30.0
21671,,口,30.0
21672,口,口,30.0
21673,羊,口,30.0
21674,,口,30.0
21675,尺,口,30.0
21676,齒,口,30.0
21677,,口,30.0
21678,口,口,30.0
21679,言,口,30.0
21680,,口,30.0
21681,,口,30.0
21682,,口,30.0
21683,口,口,30.0
21684,,口,30.0
21685,,口,30.0
21686,,口,30.0
21687,口,口,30.0
21688,口,口,30.0
21689,,口,30.0
21690,口,口,30.0
21691,,口,30.0
21692,口,口,30.0
21693,口,口,30.0
21694,,口,30.0
21695,,口,30.0
21696,口,口,30.0
21697,品,口,30.0
21698,欠,口,30.0
21699,,口,30.0
21700,鬥,口,30.0
21701,,口,30.0
21702,口,口,30.0
21703,口,口,30.0
21704,,口,30.0
21705,口,口,30.0
21706,,口,30.0
21707,,口,30.0
21708,,口,30.0
21709,音,音,30.0
21710,,口,30.0
21711,,彳,30.0
21712,,,30.0
21713,口,口,30.0
21714,,口,30.0
21715,口,口,30.0
21716,,口,30.0
21717,口,口,30.0
21718,,,30.0
21719,言,口,30.0
21720,,,30.0
21721,口,口,30.0
21722,,,30.0
21723,,,30.0
21724,口,口,30.0
21725,,口,30.0
21726,,,30.0
21727,,,30.0
21728,,口,30.0
21729,員,口,30.0
21730,,口,30.0
21731,,口,30.0
21732,口,口,30.0
21733,可,口,30.0
21734,口,口,30.0
21735,,口,30.0
21736,口,口,30.0
21737,,口,30.0
21738,,口,30.0
21739,,口,30.0
21740,,口,30.0
21741,哭,口,30.0
21742,口,口,30.0
21743,口,口,30.0
21744,,口,30.0
21745,,口,30.0
21746,口,口,30.0
21747,,口,30.0
21748,,口,30.0
21749,,口,30.0
21750,羊,口,30.0
21751,,口,30.0
21752,,口,30.0
21753,,口,30.0
21754,口,口,30.0
21755,,口,30.0
21756,,口,30.0
21757,口,口,30.0
21758,,口,30.0
21759,可,口,30.0
21760,,口,30.0
21761,口,口,30.0
21762,,口,30.0
21763,,口,30.0
21764,,口,30.0
21765,,口,30.0
21766,,口,30.0
21767,口,口,30.0
21768,邑,口,30.0
21769,口,口,30.0
21770,口,口,30.0
21771,,口,30.0
21772,口,口,30.0
21773,,口,30.0
21774,,口,30.0
21775,口,口,30.0
21776,口,口,30.0
21777,,口,30.0
21778,,口,30.0
21779,,口,30.0
21780,,,30.0
21781,,,30.0
21782,口,口,30.0
21783,,,30.0
21784,,口,30.0
21785,,,30.0
21786,,口,30.0
21787,,,30.0
21788,,,30.0
21789,,口,30.0
21790,,,30.0
21791,,,30.0
21792,口,口,30.0
21793,,,30.0
21794,,,30.0
21795,,,30.0
21796,口,口,30.0
21797,,,30.0
21798,,貝,30.0
21799,,口,30.0
21800,,,30.0
21801,,口,30.0
21802,口,口,30.0
21803,口,口,30.0
21804,口,口,30.0
21805,,口,30.0
21806,口,口,30.0
21807,口,口,30.0
21808,,口,30.0
21809,口,口,30.0
21810,,口,30.0
21811,口,口,30.0
21812,口,口,30.0
21813,,口,30.0
21814,言,口,30.0
21815,,口,30.0
21816,口,口,30.0
21817,,口,30.0
21818,,口,30.0
21819,,口,30.0
21820,,口,30.0
21821,,口,30.0
21822,口,口,30.0
21823,,口,30.0
21824,,口,30.0
21825,口,口,30.0
21826,,口,30.0
21827,,口,30.0
21828,口,口,30.0
21829,,口,30.0
21830,㕯,口,30.0
21831,口,口,30.0
21832,,口,30.0
21833,,口,30.0
21834,,口,30.0
21835,,口,30.0
21836,,口,30.0
21837,口,口,30.0
21838,午,口,30.0
21839,口,口,30.0
21840,口,口,30.0
21841,,口,30.0
21842,,口,30.0
21843,攴,口,30.0
21844,,口,30.0
21845,口,口,30.0
21846,口,口,30.0
21847,口,口,30.0
21848,,口,30.0
21849,此,口,30.0
21850,㐭,口,30.0
21851,,口,30.0
21852,口,口,30.0
21853,,口,30.0
21854,口,口,30.0
21855,攴,口,66.0
21856,,口,30.0
21857,,非,30.0
21858,,,30.0
21859,,金,30.0
21860,,,30.0
21861,,,30.0
21862,,口,30.0
21863,口,口,30.0
21864,,靑,30.0
21865,,,30.0
21866,,口,30.0
21867,,,30.0
21868,嗇,口,30.0
21869,,口,30.0
21870,齒,口,30.0
21871,,口,30.0
21872,,口,30.0
21873,,口,30.0
21874,,,30.0
21875,,,30.0
21876,口,口,30.0
21877,,,30.0
21878,,,30.0
21879,,,30.0
21880,口,口,30.0
21881,,,30.0
21882,口,口,30.0
21883,口,口,30.0
21884,口,口,30.0
21885,,口,30.0
21886,口,口,30.0
21887,,口,30.0
21888,,口,30.0
21889,口,口,30.0
21890,,口,30.0
21891,,口,30.0
21892,誩,口,30.0
21893,口,口,30.0
21894,口,口,30.0
21895,,口,30.0
21896,口,口,30.0
21897,口,口,30.0
21898,,口,30.0
21899,,口,30.0
21900,吅,口,30.0
21901,,口,30.0
21902,,口,30.0
21903,,口,30.0
21904,,口,30.0
21905,口,口,30.0
21906,,口,30.0
21907,,口,30.0
21908,口,口,30.0
21909,,口,30.0
21910,,口,30.0
21911,口,口,30.0
21912,口,口,30.0
21913,口,口,30.0
21914,口,口,30.0
21915,,口,30.0
21916,喜,口,30.0
21917,口,口,30.0
21918,,口,30.0
21919,口,口,30.0
21920,,口,30.0
21921,,口,30.0
21922,,口,30.0
21923,,口,30.0
21924,口,口,30.0
21925,,口,30.0
21926,品,口,30.0
21927,口,口,30.0
21928,,口,30.0
21929,言,口,30.0
21930,哭,口,30.0
21931,口,口,30.0
21932,夭,口,30.0
21933,,口,30.0
21934,吅,口,30.0
21935,,口,30.0
21936,,口,30.0
21937,,,30.0
21938,,,30.0
21939,,,30.0
21940,,,30.0
21941,,,30.0
21942,,火,30.0
21943,口,口,30.0
21944,,,30.0
21945,,,30.0
21946,,,30.0
21947,言,口,30.0
21948,,,30.0
21949,,口,30.0
21950,告,口,30.0
21951,品,口,30.0
21952,口,口,30.0
21953,口,口,30.0
21954,口,口,30.0
21955,口,口,30.0
21956,,口,30.0
21957,鼻,口,30.0
21958,,口,30.0
21959,嗇,口,30.0
21960,,口,30.0
21961,,口,30.0
21962,,口,30.0
21963,,口,30.0
21964,口,口,30.0
21965,,口,30.0
21966,,口,30.0
21967,,口,30.0
21968,,口,30.0
21969,口,口,30.0
21970,,口,30.0
21971,,口,30.0
21972,口,口,30.0
21973,,口,30.0
21974,,口,30.0
21975,,口,30.0
21976,,口,30.0
21977,口,口,30.0
21978,烏,口,30.0
21979,口,口,30.0
21980,口,口,30.0
21981,,口,30.0
21982,口,口,30.0
21983,言,口,30.0
21984,,口,30.0
21985,,口,30.0
21986,口,口,30.0
21987,冊,口,30.0
21988,欠,口,30.0
21989,口,豸,30.0
21990,,,30.0
21991,,,30.0
21992,,,30.0
21993,,,30.0
21994,,,30.0
21995,,口,30.0
21996,,,30.0
21997,,,30.0
21998,,,30.0
21999,,,30.0
22000,,,30.0
22001,,,30.0
22002,,,30.0
22003,,口,30.0
22004,,,30.0
22005,,,30.0
22006,,口,30.0
22007,口,口,30.0
22008,口,口,30.0
22009,,口,30.0
22010,,口,30.0
22011,口,口,30.0
22012,口,口,30.0
22013,,口,30.0
22014,口,口,30.0
22015,口,口,30.0
22016,,口,30.0
22017,,口,30.0
22018,㗊,口,30.0
22019,,口,30.0
22020,口,口,30.0
22021,口,口,30.0
22022,口,口,30.0
22023,,口,30.0
22024,,口,30.0
22025,壴,口,30.0
22026,,口,30.0
22027,,口,30.0
22028,口,口,30.0
22029,,口,30.0
22030,,口,30.0
22031,古,口,30.0
22032,口,口,30.0
22033,口,口,30.0
22034,口,口,30.0
22035,,口,30.0
22036,欠,口,30.0
22037,,口,30.0
22038,口,口,30.0
22039,旨,口,30.0
22040,口,口,30.0
22041,,口,30.0
22042,,口,30.0
22043,,口,30.0
22044,,,30.0
22045,,,30.0
22046,,力,30.0
22047,,口,30.0
22048,,口,30.0
22049,,,30.0
22050,,,30.0
22051,,,30.0
22052,口,口,30.0
22053,,,30.0
22054,,,30.0
22055,,,30.0
22056,,口,30.0
22057,,口,30.0
22058,,口,30.0
22059,口,口,30.0
22060,,口,30.0
22061,,口,30.0
22062,口,口,30.0
22063,口,口,30.0
22064,口,口,30.0
22065,,口,30.0
22066,口,口,30.0
22067,口,口,30.0
22068,,口,30.0
22069,口,口,30.0
22070,言,口,30.0
22071,,口,30.0
22072,,口,30.0
22073,,口,30.0
22074,,口,30.0
22075,言,口,30.0
22076,嘼,口,30.0
22077,口,口,30.0
22078,口,口,30.0
22079,犬,口,30.0
22080,水,口,30.0
22081,,口,30.0
22082,口,口,30.0
22083,,口,30.0
22084,,口,30.0
22085,,口,30.0
22086,口,口,30.0
22087,,口,30.0
22088,欠,口,30.0
22089,,口,30.0
22090,口,口,30.0
22091,,口,30.0
22092,,口,30.0
22093,口,口,30.0
22094,口,口,30.0
22095,,口,30.0
22096,,口,30.0
22097,口,口,30.0
22098,,口,30.0
22099,口,口,30.0
22100,,口,30.0
22101,,口,87.0
22102,,口,30.0
22103,,,30.0
22104,,手,30.0
22105,,,30.0
22106,,,30.0
22107,,口,30.0
22108,,口,30.0
22109,,,30.0
22110,口,口,30.0
22111,,口,30.0
22112,,口,30.0
22113,,口,30.0
22114,,口,30.0
22115,口,口,30.0
22116,口,口,30.0
22117,,口,30.0
22118,口,口,30.0
22119,口,口,30.0
22120,㗊,口,30.0
22121,,口,30.0
22122,言,口,30.0
22123,口,口,30.0
22124,口,口,30.0
22125,口,口,30.0
22126,,口,30.0
22127,,口,30.0
22128,,口,30.0
22129,口,口,30.0
22130,口,口,30.0
22131,口,口,30.0
22132,口,口,30.0
22133,,口,30.0
22134,,口,30.0
22135,,口,30.0
22136,,口,30.0
22137,,田,30.0
22138,,,30.0
22139,,,30.0
22140,,,30.0
22141,,口,30.0
22142,,口,30.0
22143,,口,30.0
22144,,口,30.0
22145,,口,30.0
22146,,口,30.0
22147,,口,30.0
22148,,口,30.0
22149,,口,30.0
22150,,口,30.0
22151,,口,30.0
22152,,口,30.0
22153,,口,30.0
22154,,口,30.0
22155,,口,30.0
22156,口,口,30.0
22157,,口,30.0
22158,,口,30.0
22159,口,口,30.0
22160,,,30.0
22161,,,30.0
22162,,麻,30.0
22163,,,30.0
22164,口,口,30.0
22165,,口,30.0
22166,口,口,30.0
22167,,口,30.0
22168,口,口,30.0
22169,,口,30.0
22170,㗊,口,30.0
22171,口,口,30.0
22172,,口,30.0
22173,,口,30.0
22174,口,口,30.0
22175,,口,30.0
22176,,,30.0
22177,,,30.0
22178,,口,30.0
22179,㗊,口,30.0
22180,,,30.0
22181,口,口,30.0
22182,,口,30.0
22183,,口,30.0
22184,口,口,30.0
22185,,口,30.0
22186,,口,30.0
22187,,口,30.0
22188,,口,30.0
22189,喜,口,30.0
22190,,口,30.0
22191,,口,30.0
22192,,,30.0
22193,,口,30.0
22194,,口,30.0
22195,告,口,30.0
22196,吅,口,30.0
22197,口,口,30.0
22198,口,口,30.0
22199,,口,30.0
22200,,,30.0
22201,,,30.0
22202,,,30.0
22203,㗊,口,30.0
22204,口,口,30.0
22205,,口,30.0
22206,口,口,30.0
22207,,口,30.0
22208,,口,30.0
22209,,口,30.0
22210,㗊,口,30.0
22211,,口,30.0
22212,,,30.0
22213,,口,30.0
22214,,口,30.0
22215,,口,30.0
22216,㝱,口,30.0
22217,,口,30.0
22218,㯻,口,30.0
22219,,口,30.0
22220,,,30.0
22221,,,30.0
22222,,,30.0
22223,堇,口,30.0
22224,,口,30.0
22225,,口,30.0
22226,,口,30.0
22227,,口,30.0
22228,,,30.0
22229,,,30.0
22230,,,30.0
22231,囗,囗,31.0
22232,囗,囗,31.0
22233,,囗,31.0
22234,囗,囗,31.0
22235,四,囗,31.0
22236,,囗,31.0
22237,,囗,31.0
22238,囗,囗,31.0
22239,囟,囗,31.0
22240,囗,囗,31.0
22241,,囗,31.0
22242,囗,囗,31.0
22243,,囗,31.0
22244,,囗,31.0
22245,,囗,31.0
22246,水,囗,31.0
22247,囧,囗,31.0
22248,,囗,31.0
22249,囗,囗,31.0
22250,囪,囗,31.0
22251,,囗,31.0
22252,囗,囗,31.0
22253,囗,囗,31.0
22254,囗,囗,31.0
22255,,囗,31.0
22256,囗,囗,31.0
22257,囪,囗,31.0
22258,,囗,31.0
22259,,囗,31.0
22260,囗,囗,31.0
22261,,囗,31.0
22262,,囗,31.0
22263,囗,囗,31.0
22264,,囗,31.0
22265,囗,囗,31.0
22266,囗,囗,31.0
22267,,囗,31.0
22268,,囗,31.0
22269,囗,囗,31.0
22270,囗,囗,31.0
22271,囗,囗,31.0
22272,,囗,31.0
22273,,囗,31.0
22274,囗,囗,31.0
22275,囗,囗,31.0
22276,囗,囗,31.0
22277,𢎘,囗,31.0
22278,囗,囗,31.0
22279,,囗,31.0
22280,囗,囗,31.0
22281,㚔,囗,31.0
22282,,囗,31.0
22283,囗,囗,31.0
22284,,囗,31.0
22285,囗,囗,31.0
22286,囗,囗,31.0
22287,,囗,31.0
22288,,,31.0
22289,,囗,31.0
22290,囗,囗,31.0
22291,囗,囗,31.0
22292,,囗,31.0
22293,,,31.0
22294,囗,囗,31.0
22295,囗,囗,31.0
22296,囗,囗,31.0
22297,,,31.0
22298,,囗,31.0
22299,囗,囗,31.0
22300,囗,囗,31.0
22301,,囗,31.0
22302,,囗,31.0
22303,土,土,32.0
22304,,土,32.0
22305,,土,32.0
22306,,土,32.0
22307,土,土,32.0
22308,土,土,32.0
22309,屮,土,32.0
22310,,,32.0
22311,,土,32.0
22312,土,土,32.0
22313,,土,32.0
22314,土,土,32.0
22315,,土,32.0
22316,木,土,32.0
22317,土,土,32.0
22318,土,酉,32.0
22319,土,土,32.0
22320,土,土,32.0
22321,,土,32.0
22322,,土,32.0
22323,,土,32.0
22324,,土,32.0
22325,,土,32.0
22326,,土,32.0
22327,,,32.0
22328,,,32.0
22329,土,土,32.0
22330,土,土,32.0
22331,土,土,32.0
22332,,土,32.0
22333,,土,32.0
22334,,土,32.0
22335,,土,32.0
22336,阜,土,32.0
22337,土,土,32.0
22338,,土,32.0
22339,,土,32.0
22340,土,土,32.0
22341,,土,32.0
22342,,土,32.0
22343,土,土,32.0
22344,,土,32.0
22345,,土,32.0
22346,土,土,32.0
22347,土,土,32.0
22348,,土,32.0
22349,,土,32.0
22350,土,土,32.0
22351,土,土,32.0
22352,土,土,32.0
22353,阜,土,32.0
22354,土,土,32.0
22355,,土,32.0
22356,,土,32.0
22357,,土,32.0
22358,,土,32.0
22359,土,土,32.0
22360,土,土,32.0
22361,川,土,32.0
22362,臤,土,32.0
22363,土,土,32.0
22364,,土,32.0
22365,,土,32.0
22366,,土,32.0
22367,土,土,32.0
22368,土,土,32.0
22369,土,土,32.0
22370,,土,32.0
22371,土,土,32.0
22372,土,土,32.0
22373,土,土,32.0
22374,土,土,32.0
22375,,土,32.0
22376,,土,32.0
22377,,土,32.0
22378,土,土,32.0
22379,土,土,32.0
22380,,土,32.0
22381,,土,32.0
22382,,土,32.0
22383,土,土,32.0
22384,冂,土,32.0
22385,土,土,32.0
22386,,土,32.0
22387,土,土,32.0
22388,土,土,32.0
22389,丘,土,32.0
22390,土,土,32.0
22391,土,土,32.0
22392,,土,32.0
22393,,土,32.0
22394,土,土,32.0
22395,土,土,32.0
22396,土,土,32.0
22397,,土,32.0
22398,,土,32.0
22399,土,土,32.0
22400,,土,32.0
22401,,土,32.0
22402,土,土,32.0
22403,,,32.0
22404,土,土,32.0
22405,,土,32.0
22406,土,土,32.0
22407,,土,32.0
22408,,土,32.0
22409,,,32.0
22410,,,32.0
22411,土,土,32.0
22412,,土,32.0
22413,土,土,32.0
22414,土,土,32.0
22415,,土,32.0
22416,土,土,32.0
22417,土,土,32.0
22418,厽,土,32.0
22419,土,土,32.0
22420,土,土,32.0
22421,㫗,土,32.0
22422,,土,32.0
22423,土,土,32.0
22424,,土,32.0
22425,,土,32.0
22426,垚,土,32.0
22427,土,土,32.0
22428,土,土,32.0
22429,土,土,32.0
22430,,土,32.0
22431,,土,32.0
22432,土,土,32.0
22433,,土,32.0
22434,土,土,32.0
22435,土,土,32.0
22436,土,土,32.0
22437,,土,32.0
22438,土,土,32.0
22439,,土,32.0
22440,,土,32.0
22441,土,土,32.0
22442,,,32.0
22443,土,土,32.0
22444,,,32.0
22445,,土,32.0
22446,,,32.0
22447,,,32.0
22448,,,32.0
22449,,,32.0
