codepoint,char,mid_initial,mid_final,mid_tone,old_initial,old_nucleus,old_coda,man_initial,man_final,man_tone,can_onset,can_nucleus,can_coda,can_tone
30050,畢,p,it̲̲,³,p,i,d,p,i,4,p,ɐ,t,˥
30051,畣,t,əp̲̲,³,k‧l,u,̠b,t,a,2,t,a:,p,˧
30052,畤,tɕ,ɨ,³⁵,ɡlj,ɯ,ʔ,ʈʂ,i,4,ts,i:,,˨
30053,略,lj,ak̲̲,³,ɡ,ə,r,l,yɛ,4,l,œ:,k,˨
30054,畦,jʷ,iᴇ,³³,ɡʷ,e,̠,tɕʰ,i,2,kʰw,ɐi,,˩˨
30055,畧,,,,,,,l,yɛ,4,l,œ:,k,˨
30056,畨,pʰʷj,ɤn,³³,,,,pʰ,an,1,f,a:,n,˥
30057,畩,,,,,,,,i,1,,,,
30058,番,pʰʷ,ɑn,³¹,ph,a,n,f,an,1,f,a:,n,˥
30059,畫,ɦʷɰ,ɛ,³¹,ɡʷr,e,̠ɡ,x,wa,4,w,a:,k,˨
30060,畬,ɕjæ,,³³,qhlj,a,̠,ʂ,ɤ,1,j,y:,,˩˨
30061,畭,,,,,,,,y,2,,,,
30062,畮,m,u,³⁵,m,ɯ,ʔ,m,u,3,,,,
30063,畯,tsʷ,in,³¹,sk,u,ns,tɕ,yn,4,ts,ɵ,n,˧
30064,異,j,ɨ,³¹,b,ə,l,,i,4,j,i:,,˨
30065,畱,,,,,,,l,,2,l,ɐu,,˩˨
30066,畲,,,,,,,ʂ,ɤ,1,s,ɛ:,,˩˨
30067,畳,,,,,,,t,je,2,,,,
30068,畴,,,,,,,ʈʂʰ,oʊ,2,tsʰ,ɐu,,˩˨
30069,畵,ɦʷɰ,ɛk̲̲,³,,,,x,wa,4,,,,
30070,當,t,ɑŋ,³¹,k‧l,a,̠ŋs,t,ɑŋ,1,t,ɔ:,ŋ,˥
30071,畷,ʈʷ,iᴇt̲̲,³,t,o,d,ʈʂ,,4,ts,y:,t,˧
30072,畸,kɰ,iᴇ,³³,kr,a,l,tɕ,i,1,k,ei,,˥
30073,畹,ʔʷj,ɤn,³⁵,q,o,ns,,wan,3,j,y:,n,˧˥
30074,畺,kj,aŋ,³¹,k,a,ŋ,tɕ,jɑŋ,1,,,,
30075,畻,ʑ,ɨŋ,³³,,,,ʈʂʰ,ɤŋ,2,,,,
30076,畼,ɖj,aŋ,³³,kh‧l,a,ŋs,ʈʂʰ,ɑŋ,4,,,,
30077,畽,tʰʷ,ɑn,³⁵,th,o,̠nʔ,tʰ,,3,t,ʊ,ŋ,˧˥
30078,畾,lʷ,i,³⁵,r,u,̠l,l,ei,2,l,ɵy,,˩˨
30079,畿,ɡ,ɨi,³³,ɡ,ɯ,l,tɕ,i,1,k,ei,,˥
30080,疀,tʂʰ,iᴇp̲̲,³,shr,e,̠b,ʈʂʰ,a,1,,,,
30081,疁,l,ɨu,³³,ɡ,ə,r,l,,2,,,,
30082,疂,,,,,,,t,je,2,,,,
30083,疃,tʰʷ,ɑn,³⁵,kh‧l,o,̠nʔ,tʰ,wan,3,,,,
30084,疄,l,in,³³,r,i,ns,l,in,4,l,ɵ,n,˨
30085,疅,kj,aŋ,³³,,,,tɕ,jɑŋ,1,,,,
30086,疆,ɡj,aŋ,³⁵,k,a,ŋ,tɕ,jɑŋ,1,k,œ:,ŋ,˥
30087,疇,ɖ,ɨu,³³,ɡ‧l,u,,ʈʂʰ,oʊ,2,tsʰ,ɐu,,˩˨
30088,疈,pɰ,ɛk̲̲,³,ph,ɯ,ɡ,pʰ,i,4,,,,
30089,疉,,,,,,,t,je,2,,,,
30090,疊,d,ep̲̲,³,l,ɯ,̠b,t,je,2,t,a:,p,˨
30091,疋,sj,ɤ,³³,ŋɡr,a,̠ʔ,pʰ,i,3,ŋ,a:,,˩˧
30092,疌,ts,iᴇp̲̲,³,z,e,b,tɕ,je,2,ts,i:,t,˧
30093,疍,,,,,,,t,an,4,t,a:,n,˧˥
30094,疎,ʂj,ɤ,³³,sŋr,a,,ʂ,u,1,s,ɔ:,,˥
30095,疏,s,u̯o,³³,sŋr,a,,ʂ,u,1,s,ɔ:,,˥
30096,疐,ʈ,i,³¹,t,i,ɡs,ʈʂ,i,4,ts,i:,,˧
30097,疑,ŋ,ɨ,³³,ŋɡ,ɯ,,,i,2,j,i:,,˩˨
30098,疒,dʐj,aŋ,³³,rn,ɯ,̠ɡ,n,ɤ,4,n,ɪ,k,˨
30099,疓,ȵ,əi,³⁵,n,ɯ,̠ʔ,n,ai,3,n,a:i,,˧
30100,疔,t,eŋ,³³,t,e,̠ŋ,t,iŋ,1,t,ɛ:,ŋ,˥
30101,疕,pʰ,i,³³,phr,i,lʔ,p,i,3,p,ei,,˧˥
30102,疖,ts,et̲̲,³,,,,tɕ,je,1,ts,i:,t,˧
30103,疗,l,iᴇu,³¹,,,,l,jɑʊ,2,l,i:u,,˩˨
30104,疘,k,uŋ,³³,,,,k,ɑŋ,1,k,ɔ:,ŋ,˥
30105,疙,ŋ,ɨt̲̲,³,ŋɡ,ɯ,d,k,ɤ,1,k,ɐ,t,˨
30106,疚,k,ɨu,³¹,kʷl,ɯ,s,tɕ,,4,k,ɐu,,˧
30107,疛,ɖ,ɨu,³¹,k‧r,u,ʔ,ʈʂ,oʊ,3,,,,
30108,疜,ɦɰæ,,³¹,,,,ɕ,ja,4,,,,
30109,疝,ʂɰæn,,³³,sr,e,̠ns,ʂ,an,4,s,a:,n,˧
30110,疞,hj,ʊ,³³,,,,ɕ,y,1,,,,
30111,疟,ŋj,ak̲̲,³,,,,n,yɛ,4,j,œ:,k,˨
30112,疠,,,,,,,l,i,4,l,ɐi,,˨
30113,疡,j,aŋ,³³,,,,,jɑŋ,2,j,œ:,ŋ,˩˨
30114,疢,ʈʰ,in,³¹,th,ɯ,ns,ʈʂʰ,ən,4,tsʰ,ɐ,n,˧˥
30115,疣,ɦʲ,ɨu,³¹,ɢʷ,ɯ,,,,2,j,ɐu,,˩˨
30116,疤,pɰæ,,³³,,,,p,a,1,p,a:,,˥
30117,疥,kɰ,ɛi,³¹,kr,e,̠ds,tɕ,je,4,k,a:i,,˧
30118,疦,kʷ,et̲̲,³,qhʷ,e,̠d,tɕ,yɛ,2,,,,
30119,疧,dʑ,iᴇ,³³,ɡ,e,,tɕʰ,i,2,kʰ,ei,,˩˨
30120,疨,ŋɰæ,,³³,,,,ɕ,ja,1,,,,
30121,疩,,,,,,,tsʰ,,4,,,,
30122,疪,p,i,³¹,p,i,ls,p,i,4,,,,
