codepoint,char,middle_chinese,initial,final,tone,old_initial,old_nucleus,old_coda
25964,敬,kɰjæŋ³¹,kɰjæŋ,,³¹,kr,e,ŋs
25965,敭,jaŋ³³,j,aŋ,³³,l,a,ŋ
25966,敮,hɰɛp³̲³̲,hɰ,ɛp̲̲,³,,,
25967,敯,,,,,mr,u,nʔ
25968,数,ʂjʊ³¹,ʂj,ʊ,³¹,,,
25969,敱,ŋəi³⁵,ŋ,əi,³⁵,,,
25970,敲,kʰɰæu³¹,kʰɰæ,u,³¹,khr,o,̠ws
25971,敳,ŋəi³³,ŋ,əi,³³,ŋɡ,ɯ,̠l
25972,整,tɕiᴇŋ³⁵,tɕ,iᴇŋ,³⁵,kj,e,ŋʔ
25973,敵,dek³̲³̲,d,ek̲̲,³,ɡ‧l,e,̠ɡ
25974,敶,,,,,ɡ‧l,i,ŋ
25975,敷,pʰu̯o³³,pʰ,u̯o,³³,ph,a,
25976,數,ʂjuk³̲³̲,ʂj,uk̲̲,³,sqr,o,s
25977,敹,leu³³,l,eu,³³,r,e,̠w
25978,敺,kʰjʊ³³,kʰj,ʊ,³³,kh,o,
25979,敻,,,,,,,
25980,敼,,,,,,,
25981,敽,kɰiᴇu³⁵,kɰ,iᴇu,³⁵,kr,e,wʔ
25982,敾,,,,,,,
25983,敿,kɰiᴇu³⁵,kɰ,iᴇu,³⁵,kr,e,wʔ
25984,斀,,,,,k‧r,o,̠ɡ
25985,斁,jiᴇk³̲³̲,j,iᴇk̲̲,³,ɢl,a,ɡ
25986,斂,liᴇm³⁵,l,iᴇm,³⁵,ɡ,ə,r
25987,斃,bet³̲³̲,b,et̲̲,³,b,e,d
25988,斄,lɨ³³,l,ɨ,³³,ɡ,ə,r
25989,斅,,,,,,,
25990,斆,ɦɰæu³¹,ɦɰæ,u,³¹,ɡr,u,̠ɡs
25991,文,mjun³³,mj,un,³³,m,ɯ,n
25992,斈,,,,,,,
25993,斉,,,,,,,
25994,斊,,,,,,,
25995,斋,tʂɰɛi³³,tʂɰ,ɛi,³³,,,
25996,斌,pɰin³³,pɰ,in,³³,pr,ɯ,n
25997,斍,,,,,,,
25998,斎,,,,,,,
25999,斏,,,,,,,
26000,斐,pʷɨi³⁵,pʷ,ɨi,³⁵,ph,ɯ,lʔ
26001,斑,pɰæn³³,pɰæn,,³³,pr,a,̠n
26002,斒,pɰæn³³,pɰæn,,³³,pr,e,̠n
26003,斓,,,,,,,
26004,斔,,,,,l,o,ʔ
26005,斕,lɑn³³,l,ɑn,³³,,,
26006,斖,mʷɨi³⁵,mʷ,ɨi,³⁵,,,
26007,斗,tu³⁵,t,u,³⁵,t,o,̠ʔ
26008,斘,,,,,,,
26009,料,leu³¹,l,eu,³¹,r,e,̠ws
26010,斚,kɰæ³¹,kɰæ,,³¹,,,
26011,斛,ɦuk³̲³̲,ɦ,uk̲̲,³,ɡ,o,̠ɡ
26012,斜,zjæ³³,zjæ,,³³,ɢ,a,̠
26013,斝,kɰæ³⁵,kɰæ,,³⁵,kr,a,̠ʔ
26014,斞,jʊ³⁵,j,ʊ,³⁵,l,o,ʔ
26015,斟,tɕim³³,tɕ,im,³³,klj,u,m
26016,斠,kɰɔk³̲³̲,kɰɔk̲̲,,³,kr,o,̠ɡ
26017,斡,kʷɑn³⁵,kʷ,ɑn,³⁵,qʷ,a,̠d
26018,斢,tʰu³⁵,tʰ,u,³⁵,,,
26019,斣,,,,,k‧l,o,̠ɡs
26020,斤,kɨn³¹,k,ɨn,³¹,k,ɯ,ns
26021,斥,tɕʰjæ³¹,tɕʰjæ,,³¹,khj,a,ɡ
26022,斦,ŋɨn³³,ŋ,ɨn,³³,ŋɡ,ɯ,n
26023,斧,pjʊ³⁵,pj,ʊ,³⁵,p,a,ʔ
26024,斨,tsʰjaŋ³³,tsʰj,aŋ,³³,skh,a,ŋ
26025,斩,tʂɰɛm³⁵,tʂɰ,ɛm,³⁵,,,
26026,斪,ɡjʊ³³,ɡj,ʊ,³³,ɡ,o,
26027,斫,tɕʰjak³̲³̲,tɕʰj,ak̲̲,³,klj,a,ɡ
26028,斬,tʂɰɛm³¹,tʂɰ,ɛm,³¹,sr,a,̠mʔ
26029,断,dʷɑn³⁵,dʷ,ɑn,³⁵,,,
26030,斮,tʂɰɔk³̲³̲,tʂɰɔk̲̲,,³,sr,a,̠ɡ
26031,斯,ʂjɤ³³,ʂj,ɤ,³³,sqh,e,
26032,新,sin³³,s,in,³³,sl,i,ŋ
26033,斱,,,,,,,
26034,斲,ʈɰɔk³̲³̲,ʈɰɔk̲̲,,³,rt,o,̠ɡ
26035,斳,kɨn³⁵,k,ɨn,³⁵,,,
26036,斴,,,,,,,
26037,斵,,,,,,,
26038,斶,,,,,khlj,o,ɡ
26039,斷,dʷɑn³⁵,dʷ,ɑn,³⁵,t,o,̠ns
26040,斸,ʈjʊk³̲³̲,ʈj,ʊk̲̲,³,k‧l,o,ɡ
26041,方,pʷjaŋ³³,pʷj,aŋ,³³,b,a,ŋ
26042,斺,,,,,,,
26043,斻,,,,,,,
26044,於,ɦʲjʊ³³,ɦʲj,ʊ,³³,q,a,
26045,施,jiᴇ³¹,j,iᴇ,³¹,l̥,a,l
26046,斾,bʷɑt³̲³̲,bʷ,ɑt̲̲,³,b,o,̠bs
26047,斿,jɨu³³,j,ɨu,³³,l,u,
26048,旀,,,,,,,
26049,旁,pʰɑŋ³³,pʰ,ɑŋ,³³,b,a,̠ŋ
26050,旂,ɡɨi³³,ɡ,ɨi,³³,ɡ,ɯ,l
26051,旃,tɕiᴇn³³,tɕ,iᴇn,³³,tj,a,n
26052,旄,mjʊ³¹,mj,ʊ,³¹,m,a,̠ws
26053,旅,ljɤ³⁵,lj,ɤ,³⁵,ɡ,ə,r
26054,旆,bɑi³¹,b,ɑi,³¹,b,o,̠bs
26055,旇,pʰɰi³³,pʰɰ,i,³³,phr,a,l
26056,旈,,,,,,,
26057,旉,,,,,ph,a,
26058,旊,,,,,p,a,ŋs
26059,旋,zʷiᴇn³¹,zʷ,iᴇn,³¹,sɢl,o,n
26060,旌,tsiᴇŋ³³,ts,iᴇŋ,³³,s,e,ŋ
26061,旍,tsiᴇŋ³³,ts,iᴇŋ,³³,sk,e,ŋ
26062,旎,ɳɰiᴇ³⁵,ɳɰ,iᴇ,³⁵,n,i,lʔ
26063,族,tsuk³̲³̲,ts,uk̲̲,³,z,o,̠ɡ
26064,旐,ɖiᴇu³⁵,ɖ,iᴇu,³⁵,ɡ‧l,e,wʔ
26065,旑,,,,,,,
26066,旒,lɨu³³,l,ɨu,³³,r,u,
26067,旓,ʂɰæu³³,ʂɰæ,u,³³,spr,e,̠w
26068,旔,kjɤn³¹,kj,ɤn,³¹,,,
26069,旕,,,,,,,
26070,旖,ʔɰiᴇ³³,ʔɰ,iᴇ,³³,qr,a,lʔ
26071,旗,ɡɨ³³,ɡ,ɨ,³³,ɡ,ɯ,
26072,旘,tɕʰɨ³¹,tɕʰ,ɨ,³¹,,,
26073,旙,pʰʷjɤn³³,pʰʷj,ɤn,³³,,,
26074,旚,pʰiᴇu³³,pʰ,iᴇu,³³,ph,e,w
26075,旛,pʰʷjɤn³³,pʰʷj,ɤn,³³,b,a,n
26076,旜,tɕiᴇn³³,tɕ,iᴇn,³³,tj,a,n
26077,旝,kʷɑi³¹,kʷ,ɑi,³¹,k,o,̠bs
26078,旞,zʷi³¹,zʷ,i,³¹,lj,u,ds
26079,旟,jɤ³³,j,ɤ,³³,ɢl,a,
26080,无,mu̯o³³,m,u̯o,³³,m,a,
26081,旡,kɨi³¹,k,ɨi,³¹,skr,u,m
26082,既,kɨi³¹,k,ɨi,³¹,k,ɯ,ds
26083,旣,hɨi³¹,h,ɨi,³¹,,,
26084,旤,,,,,ɡl,o,̠lʔ
26085,日,ȵit³̲³̲,ȵ,it̲̲,³,mlj,i,ɡ
26086,旦,tɑn³¹,t,ɑn,³¹,t,a,̠ns
26087,旧,ɡɨu³¹,ɡ,ɨu,³¹,,,
26088,旨,tɕi³⁵,tɕ,i,³⁵,kj,i,ʔ
26089,早,tsɑu³⁵,ts,ɑu,³⁵,s,u,̠ʔ
26090,旪,ɦep³̲³̲,ɦ,ep̲̲,³,,,
26091,旫,,,,,,,
26092,旬,sʷin³³,sʷ,in,³³,sɢʷ,i,n
26093,旭,hɑu³⁵,h,ɑu,³⁵,qhʷ,o,ɡ
26094,旮,,,,,,,
26095,旯,,,,,,,
26096,旰,kɑn³³,k,ɑn,³³,k,a,̠ns
26097,旱,ɦɑn³⁵,ɦ,ɑn,³⁵,ɡ,a,̠nʔ
26098,旲,kʷeŋ³⁵,kʷ,eŋ,³⁵,,,
26099,旳,tek³̲³̲,t,ek̲̲,³,p‧l,e,̠wɡ
26100,旴,hjʊ³³,hj,ʊ,³³,qhʷ,a,
26101,旵,ʈʰɰɛm³⁵,ʈʰɰ,ɛm,³⁵,,,
26102,时,dʑɨ³³,dʑ,ɨ,³³,,,
26103,旷,kʰʷɑŋ³¹,kʰʷ,ɑŋ,³¹,,,
26104,旸,,,,,,,
26105,旹,dʑɨ³³,dʑ,ɨ,³³,ɡlj,ɯ,
26106,旺,ɦʲʷjaŋ³¹,ɦʲʷj,aŋ,³¹,,,
26107,旻,mɰin³³,mɰ,in,³³,mr,ɯ,n
26108,旼,mɰin³³,mɰ,in,³³,mr,ɯ,n
26109,旽,tʰu̯on³³,tʰ,u̯on,³³,,,
26110,旾,tɕʰʷin³³,tɕʰʷ,in,³³,,,
26111,旿,ŋu̯o³¹,ŋ,u̯o,³¹,,,
26112,昀,jʷin³³,jʷ,in,³³,,,
26113,昁,pɑi³¹,p,ɑi,³¹,,,
26114,昂,ŋɑŋ³³,ŋ,ɑŋ,³³,ŋ,a,̠ŋ
26115,昃,tʂɨk³̲³̲,tʂ,ɨk̲̲,³,sr,ɯ,ɡ
26116,昄,bɰæn³⁵,bɰæn,,³⁵,p,a,̠nʔ
26117,昅,ɡjap³̲³̲,ɡj,ap̲̲,³,,,
26118,昆,ɦu̯on³³,ɦ,u̯on,³³,k,u,̠n
26119,昇,ɕɨŋ³³,ɕ,ɨŋ,³³,qhlj,ɯ,ŋ
26120,昈,ɦu̯o³⁵,ɦ,u̯o,³⁵,ɡʷ,a,̠ʔ
26121,昉,pʷjaŋ³⁵,pʷj,aŋ,³⁵,p,a,ŋʔ
26122,昊,ɦɑu³⁵,ɦ,ɑu,³⁵,ɡ,u,̠ʔ
26123,昋,kʷeŋ³⁵,kʷ,eŋ,³⁵,kʷ,e,̠s
26124,昌,tɕʰjaŋ³³,tɕʰj,aŋ,³³,thj,a,ŋ
26125,昍,hʷjɤn³³,hʷj,ɤn,³³,,,
26126,明,mɰjæŋ³³,mɰjæŋ,,³³,mɡʷr,a,ŋ
26127,昏,hu̯on³³,h,u̯on,³³,m̥h,u,̠n
26128,昐,pjun³³,pj,un,³³,p,ɯ,n
26129,昑,kʰɰim³⁵,kʰɰ,im,³⁵,,,
26130,昒,hu̯ot³̲³̲,h,u̯ot̲̲,³,m,ɯ,d
26131,易,jiᴇ³¹,j,iᴇ,³¹,l,e,ɡ
26132,昔,siᴇk³̲³̲,s,iᴇk̲̲,³,sl,a,ɡ
26133,昕,hɨn³³,h,ɨn,³³,qh,ɯ,n
26134,昖,,,,,,,
26135,昗,,,,,,,
26136,昘,,,,,,,
26137,昙,,,,,,,
26138,昚,dʑin³¹,dʑ,in,³¹,ɡj,i,ns
26139,昛,ɡjɤ³⁵,ɡj,ɤ,³⁵,,,
26140,昜,jaŋ³³,j,aŋ,³³,l,a,ŋ
26141,昝,tsəm³⁵,ts,əm,³⁵,,,
26142,昞,pɰjæŋ³⁵,pɰjæŋ,,³⁵,,,
26143,星,seŋ³³,s,eŋ,³³,sl,e,̠ŋ
26144,映,ʔɰjæŋ³¹,ʔɰjæŋ,,³¹,qr,a,ŋs
26145,昡,ɦʷen³¹,ɦʷ,en,³¹,,,
26146,昢,pʰu̯oi³¹,pʰ,u̯oi,³¹,pkhl,u,̠d
26147,昣,,,,,,,
26148,昤,leŋ³³,l,eŋ,³³,,,
26149,春,tɕʰʷin³³,tɕʰʷ,in,³³,khlj,u,n
26150,昦,ɦɑu³⁵,ɦ,ɑu,³⁵,ɡ,u,̠ʔ
26151,昧,mɑi³¹,m,ɑi,³¹,m,ɯ,̠ds
26152,昨,dzɑk³̲³̲,dz,ɑk̲̲,³,z,a,̠ɡ
26153,昩,mu̯oi³¹,m,u̯oi,³¹,,,
26154,昪,bɰiᴇn³¹,bɰ,iᴇn,³¹,br,o,ns
26155,昫,hjʊ³¹,hj,ʊ,³¹,qh,o,s
26156,昬,hu̯on³³,h,u̯on,³³,,,
26157,昭,tɕiᴇu³¹,tɕ,iᴇu,³¹,tj,e,w
26158,昮,,,,,,,
26159,是,dʑiᴇ³⁵,dʑ,iᴇ,³⁵,ɡlj,e,ʔ
26160,昰,ɦɰæ³¹,ɦɰæ,,³¹,,,
26161,昱,juk³̲³̲,j,uk̲̲,³,l,u,ɡ
26162,昲,bʷɨi³¹,bʷ,ɨi,³¹,ph,ɯ,ds
26163,昳,det³̲³̲,d,et̲̲,³,l,i,̠ɡ
26164,昴,mɰæu³³,mɰæ,u,³³,mbr,u,̠ʔ
26165,昵,ɳit³̲³̲,ɳ,it̲̲,³,n,i,ɡ
26166,昶,ʈʰjaŋ³¹,ʈʰj,aŋ,³¹,,,
26167,昷,ʔu̯on³³,ʔ,u̯on,³³,q,u,̠n
26168,昸,,,,,,,
26169,昹,,,,,,,
26170,昺,,,,,pkr,a,ŋʔ
26171,昻,,,,,,,
26172,昼,ʈɨu³¹,ʈ,ɨu,³¹,,,
26173,昽,,,,,,,
26174,显,hen³⁵,h,en,³⁵,,,
26175,昿,,,,,,,
26176,晀,,,,,,,
26177,晁,ɖiᴇu³³,ɖ,iᴇu,³³,ɡ‧l,e,w
26178,時,dʑɨ³³,dʑ,ɨ,³³,ɡlj,ɯ,
26179,晃,ɦʷɑŋ³⁵,ɦʷ,ɑŋ,³⁵,ɡʷ,a,̠ŋʔ
26180,晄,kʷɑŋ³⁵,kʷ,ɑŋ,³⁵,ɡʷ,a,̠ŋʔ
26181,晅,hʷjɤn³³,hʷj,ɤn,³³,qh,o,nʔ
26182,晆,,,,,,,
26183,晇,kʰʷɰæ³³,kʰʷɰæ,,³³,,,
26184,晈,keu³⁵,k,eu,³⁵,,,
26185,晉,tsiᴇn³¹,ts,iᴇn,³¹,,,
26186,晊,tɕit³̲³̲,tɕ,it̲̲,³,klj,i,ɡ
26187,晋,tsin³¹,ts,in,³¹,s,i,ns
26188,晌,,,,,,,
26189,晍,duŋ³³,d,uŋ,³³,,,
26190,晎,huŋ³⁵,h,uŋ,³⁵,,,
26191,晏,ʔɰæn³¹,ʔɰæn,,³¹,qr,a,̠ns
26192,晐,kəi³³,k,əi,³³,k,ɯ,̠
26193,晑,,,,,,,
26194,晒,ʂɰɛ³¹,ʂɰ,ɛ,³¹,,,
26195,晓,heu³⁵,h,eu,³⁵,,,
26196,晔,,,,,,,
26197,晕,ɦʲjun³¹,ɦʲj,un,³¹,,,
26198,晖,,,,,,,
26199,晗,ɦəm³³,ɦ,əm,³³,,,
26200,晘,ɦɰæn³⁵,ɦɰæn,,³⁵,,,
26201,晙,sʷin³¹,sʷ,in,³¹,sqh,u,ns
26202,晚,mʷjɤn³⁵,mʷj,ɤn,³⁵,m,o,nʔ
26203,晛,ɦen³⁵,ɦ,en,³⁵,mɡl,e,̠ns
26204,晜,ku̯on³³,k,u̯on,³³,k,u,̠n
26205,晝,ʈɨu³¹,ʈ,ɨu,³¹,t,u,s
26206,晞,hɨi³³,h,ɨi,³³,qhl,ɯ,l
26207,晟,tsiᴇŋ³³,ts,iᴇŋ,³³,,,
26208,晠,,,,,ɡj,e,ŋs
26209,晡,pu̯o³³,p,u̯o,³³,p,a,̠
26210,晢,ʈiᴇt³̲³̲,ʈ,iᴇt̲̲,³,klj,e,d
26211,晣,tɕiᴇi³¹,tɕ,iᴇi,³¹,klj,e,d
26212,晤,ŋu̯o³¹,ŋ,u̯o,³¹,ŋ,a,̠s
26213,晥,ɦɰæn³⁵,ɦɰæn,,³⁵,ɡ,o,̠nʔ
26214,晦,hu̯oi³¹,h,u̯oi,³¹,qhml,ɯ,̠s
26215,晧,kɑu³⁵,k,ɑu,³⁵,ɡ,u,̠ʔ
26216,晨,dʑin³³,dʑ,in,³³,blj,ɯ,n
26217,晩,,,,,,,
26218,晪,tʰen³⁵,tʰ,en,³⁵,,,
26219,晫,ʈʰɰɔk³̲³̲,ʈʰɰɔk̲̲,,³,,,
26220,晬,tsu̯oi³¹,ts,u̯oi,³¹,s,u,̠ds
26221,晭,tɕɨu³⁵,tɕ,ɨu,³⁵,,,
26222,普,pʰu̯o³⁵,pʰ,u̯o,³⁵,ph,a,̠ʔ
26223,景,kɰjæŋ³⁵,kɰjæŋ,,³⁵,kr,a,ŋʔ
26224,晰,sek³̲³̲,s,ek̲̲,³,sl,e,̠ɡ
26225,晱,ɕiᴇm³⁵,ɕ,iᴇm,³⁵,,,
26226,晲,ŋei³⁵,ŋ,ei,³⁵,ŋɡ,e,̠ʔ
26227,晳,sek³̲³̲,s,ek̲̲,³,sl,e,̠ɡ
26228,晴,dziᴇŋ³³,dz,iᴇŋ,³³,z,e,ŋ
26229,晵,kʰen³¹,kʰ,en,³¹,kh,e,ns
26230,晶,tsiᴇŋ³³,ts,iᴇŋ,³³,s,e,ŋ
26231,晷,kʷɰi³⁵,kʷɰ,i,³⁵,kʷr,ɯ,ʔ
26232,晸,ʈiᴇŋ³⁵,ʈ,iᴇŋ,³⁵,,,
26233,晹,ɕiᴇk³̲³̲,ɕ,iᴇk̲̲,³,l̥,e,ɡ
26234,智,ʈiᴇ³¹,ʈ,iᴇ,³¹,t,e,s
26235,晻,ʔəm³¹,ʔ,əm,³¹,q,o,̠mʔ
26236,晼,ʔʷjɤn³⁵,ʔʷj,ɤn,³⁵,q,o,nʔ
26237,晽,,,,,ɡ,ə,r
26238,晾,,,,,,,
26239,晿,,,,,,,
26240,暀,ɦʲʷjaŋ³¹,ɦʲʷj,aŋ,³¹,ɢʷ,a,ŋʔ
26241,暁,,,,,,,
26242,暂,dzɑm³¹,dz,ɑm,³¹,,,
26243,暃,,,,,,,
26244,暄,hʷjɤn³³,hʷj,ɤn,³³,qh,o,n
26245,暅,kəŋ³¹,k,əŋ,³¹,,,
26246,暆,jiᴇ³³,j,iᴇ,³³,l,a,l
26247,暇,ɦɰæ³¹,ɦɰæ,,³¹,ɡr,a,̠s
26248,暈,ɦʲjun³¹,ɦʲj,un,³¹,ɢr,u,ns
26249,暉,hʷɨi³³,hʷ,ɨi,³³,qh,u,l
26250,暊,,,,,,,
26251,暋,mɰin³³,mɰ,in,³³,mr,i,nʔ
26252,暌,,,,,khʷ,i,̠l
26253,暍,hɑt³̲³̲,h,ɑt̲̲,³,qh,a,̠d
26254,暎,ʔɰjæŋ³¹,ʔɰjæŋ,,³¹,,,
26255,暏,tu̯o³⁵,t,u̯o,³⁵,k‧l,a,̠ʔ
26256,暐,ɦʲʷɨi³⁵,ɦʲʷ,ɨi,³⁵,,,
26257,暑,ɕjɤ³⁵,ɕj,ɤ,³⁵,qhlj,a,ʔ
26258,暒,dziᴇŋ³³,dz,iᴇŋ,³³,z,e,ŋ
26259,暓,,,,,,,
26260,暔,nəm³³,n,əm,³³,,,
26261,暕,kɰɛn³⁵,kɰ,ɛn,³⁵,,,
26262,暖,hʷjɤn³⁵,hʷj,ɤn,³⁵,mɡl,o,̠nʔ
26263,暗,ʔəm³¹,ʔ,əm,³¹,q,ɯ,̠ms
26264,暘,jaŋ³³,j,aŋ,³³,l,a,ŋ
26265,暙,,,,,,,
26266,暚,jiᴇu³³,j,iᴇu,³³,,,
26267,暛,sɑ³⁵,s,ɑ,³⁵,,,
26268,暜,tʰei³¹,tʰ,ei,³¹,th,i,̠ds
26269,暝,meŋ³¹,m,eŋ,³¹,m,e,̠ŋs
26270,暞,keu³⁵,k,eu,³⁵,,,
26271,暟,kʰəi³³,kʰ,əi,³³,kh,ɯ,̠lʔ
26272,暠,ɦɑu³⁵,ɦ,ɑu,³⁵,k,o,̠wʔ
26273,暡,ʔuŋ³⁵,ʔ,uŋ,³⁵,,,
26274,暢,ʈʰjaŋ³¹,ʈʰj,aŋ,³¹,kh‧l,a,ŋs
26275,暣,kʰɨi³¹,kʰ,ɨi,³¹,,,
26276,暤,,,,,ɡ,u,̠ʔ
26277,暥,ʔɰæn³¹,ʔɰæn,,³¹,,,
26278,暦,,,,,,,
26279,暧,,,,,,,
26280,暨,kɨi³¹,k,ɨi,³¹,k,ɯ,ds
26281,暩,,,,,,,
26282,暪,,,,,,,
26283,暫,dzɑm³¹,dz,ɑm,³¹,z,a,̠ms
26284,暬,siᴇt³̲³̲,s,iᴇt̲̲,³,sŋ,e,d
26285,暭,ɦɑu³⁵,ɦ,ɑu,³⁵,ɡ,u,̠ʔ
26286,暮,mu̯o³¹,m,u̯o,³¹,m,a,̠ɡs
26287,暯,mɑk³̲³̲,m,ɑk̲̲,³,m,a,̠ɡ
26288,暰,tsʰjʊŋ³³,tsʰj,ʊŋ,³³,sh,o,ŋ
26289,暱,ȵit³̲³̲,ȵ,it̲̲,³,n,i,ɡ
26290,暲,tɕjaŋ³³,tɕj,aŋ,³³,,,
26291,暳,hʷei³¹,hʷ,ei,³¹,qhʷ,e,̠ds
26292,暴,bu̯ok³̲³̲,b,u̯ok̲̲,³,b,o,̠wɡs
26293,暵,hɑn³¹,h,ɑn,³¹,qhl,a,̠ns
26294,暶,zʷiᴇn³³,zʷ,iᴇn,³³,,,
26295,暷,,,,,,,
26296,暸,leu³³,l,eu,³³,,,
26297,暹,siᴇm³³,s,iᴇm,³³,,,
26298,暺,,,,,,,
26299,暻,kʷɰjæŋ³⁵,kʷɰjæŋ,,³⁵,,,
26300,暼,pʰet³̲³̲,pʰ,et̲̲,³,,,
26301,暽,lin³³,l,in,³³,,,
26302,暾,tʰu̯on³³,tʰ,u̯on,³³,kh‧l,u,̠n
26303,暿,hɨ³³,h,ɨ,³³,qh,ɯ,ʔ
26304,曀,ʔɰi³¹,ʔɰ,i,³¹,q,i,̠ɡs
26305,曁,ɡɰi³¹,ɡɰ,i,³¹,k,ɯ,d
26306,曂,ɦʷɑŋ³¹,ɦʷ,ɑŋ,³¹,,,
26307,曃,tʰəi³¹,tʰ,əi,³¹,l̥,ɯ,̠ds
26308,曄,ɦʲip³̲³̲,ɦʲ,ip̲̲,³,ɢr,ɯ,b
26309,曅,ɦʲiᴇp³̲³̲,ɦʲ,iᴇp̲̲,³,,,
26310,曆,lek³̲³̲,l,ek̲̲,³,r,e,̠ɡ
26311,曇,dəm³³,d,əm,³³,,,
26312,曈,tʰuŋ³³,tʰ,uŋ,³³,th,o,̠ŋ
26313,曉,heu³⁵,h,eu,³⁵,qh,e,̠wʔ
26314,曊,pʰʷɨi³³,pʰʷ,ɨi,³³,ph,ɯ,ds
26315,曋,,,,,,,
26316,曌,tɕiᴇu³¹,tɕ,iᴇu,³¹,,,
26317,曍,ɦɑu³¹,ɦ,ɑu,³¹,,,
26318,曎,jiᴇk³̲³̲,j,iᴇk̲̲,³,ɡ,u,̠ʔ
26319,曏,ɕjaŋ³¹,ɕj,aŋ,³¹,qh,a,ŋʔ
26320,曐,seŋ³³,s,eŋ,³³,sl,e,̠ŋ
26321,曑,ʂim³³,ʂ,im,³³,shr,u,m
26322,曒,keu³⁵,k,eu,³⁵,,,
26323,曓,,,,,b,o,̠wɡs
26324,曔,ɡɰjæŋ³¹,ɡɰjæŋ,,³¹,,,
26325,曕,jiᴇm³¹,j,iᴇm,³¹,,,
26326,曖,ʔəi³¹,ʔ,əi,³¹,q,ɯ,̠ds
26327,曗,,,,,,,
26328,曘,,,,,,,
26329,曙,dʑjɤ³¹,dʑj,ɤ,³¹,ɡlj,a,s
26330,曚,muŋ³⁵,m,uŋ,³⁵,,,
26331,曛,hjun³³,hj,un,³³,qh,u,n
26332,曜,jiᴇu³¹,j,iᴇu,³¹,ɢl,e,wɡs
26333,曝,buk³̲³̲,b,uk̲̲,³,b,o,̠ɡ
26334,曞,liᴇi³¹,l,iᴇi,³¹,,,
26335,曟,dʑin³³,dʑ,in,³³,sblj,ɯ,n
26336,曠,kʰʷɑŋ³¹,kʰʷ,ɑŋ,³¹,khʷ,a,̠ŋs
26337,曡,dep³̲³̲,d,ep̲̲,³,l,ɯ,̠b
26338,曢,,,,,,,
26339,曣,ʔen³¹,ʔ,en,³¹,q,e,̠ns
26340,曤,,,,,,,
26341,曥,,,,,,,
26342,曦,hɰiᴇ³³,hɰ,iᴇ,³³,ŋ̊hr,a,l
26343,曧,,,,,,,
26344,曨,luŋ³³,l,uŋ,³³,,,
26345,曩,nɑŋ³⁵,n,ɑŋ,³⁵,m‧l ,a,̠ŋʔ
26346,曪,lɑ³⁵,l,ɑ,³⁵,,,
26347,曫,mɰæn³³,mɰæn,,³³,ɡ,ə,r
26348,曬,ʂɰiᴇ³¹,ʂɰ,iᴇ,³¹,spr,e,ls
26349,曭,tʰɑŋ³⁵,tʰ,ɑŋ,³⁵,kh‧l,a,̠ŋʔ
26350,曮,ŋjam³⁵,ŋj,am,³⁵,ŋɡl,a,mʔ
26351,曯,,,,,,,
26352,曰,dziᴇŋ³⁵,dz,iᴇŋ,³⁵,ɢʷ,a,d
26353,曱,,,,,,,
26354,曲,,,,,kh,o,ɡ
26355,曳,jiᴇi³¹,j,iᴇi,³¹,l,e,ds
26356,更,keŋ³³,k,eŋ,³³,kr,a,̠ŋs
26357,曵,jiᴇi³¹,j,iᴇi,³¹,,,
26358,曶,hu̯ot³̲³̲,h,u̯ot̲̲,³,m̥h,ɯ,̠d
26359,曷,hɑt³̲³̲,h,ɑt̲̲,³,ɡ,a,̠d
26360,書,ɕjɤ³³,ɕj,ɤ,³³,qhlj,a,
26361,曹,dzɑu³³,dz,ɑu,³³,sɡ,u,̠
26362,曺,,,,,,,
26363,曻,,,,,,,
26364,曼,mʷjɤn³¹,mʷj,ɤn,³¹,m,o,ns
26365,曽,tsəŋ³³,ts,əŋ,³³,,,
26366,曾,dzəŋ³³,dz,əŋ,³³,z,ɯ,̠ŋ
26367,替,tʰei³¹,tʰ,ei,³¹,th,i,̠ds
26368,最,tsʰʷɑi³¹,tsʰʷ,ɑi,³¹,sk,o,̠ds
26369,朁,tsʰəm³⁵,tsʰ,əm,³⁵,skh,u,̠mʔ
26370,朂,,,,,,,
26371,會,ɦʷɑi³¹,ɦʷ,ɑi,³¹,ɡ,o,̠bs
26372,朄,jin³¹,j,in,³¹,l,i,ns
26373,朅,kʰjɤt³̲³̲,kʰj,ɤt̲̲,³,khr,a,d
26374,朆,,,,,,,
26375,朇,biᴇ³³,b,iᴇ,³³,b,e,
26376,月,ŋʷjɤt³̲³̲,ŋʷj,ɤt̲̲,³,ŋ,o,d
26377,有,ɦʲɨu³⁵,ɦʲ,ɨu,³⁵,ɢʷ,ɯ,ʔ
26378,朊,kʷɑn³⁵,kʷ,ɑn,³⁵,,,
26379,朋,bəŋ³³,b,əŋ,³³,b,ɯ,̠ŋ
26380,朌,bjun³³,bj,un,³³,b,ɯ,n
26381,服,bɰɔk³̲³̲,bɰɔk̲̲,,³,b,ɯ,ɡ
26382,朎,leŋ³³,l,eŋ,³³,,,
26383,朏,pʰʷɨi³⁵,pʰʷ,ɨi,³⁵,pkhl,ɯ,̠lʔ
26384,朐,ɡjʊ³³,ɡj,ʊ,³³,ɡ,o,
26385,朑,,,,,,,
26386,朒,ɳjuk³̲³̲,ɳj,uk̲̲,³,n,u,ɡ
26387,朓,tʰeu³³,tʰ,eu,³³,kh‧l,e,̠wʔ
